https://www.tabroom.com/index/tourn/results/ranked_list.mhtml?event_id=135551&tourn_id=15710,16
https://www.tabroom.com/index/tourn/results/ranked_list.mhtml?event_id=138552&tourn_id=16315,16
https://www.tabroom.com/index/tourn/results/ranked_list.mhtml?event_id=140547&tourn_id=16790,16
https://www.tabroom.com/index/tourn/results/ranked_list.mhtml?event_id=139756&tourn_id=16513,8
https://www.tabroom.com/index/tourn/results/ranked_list.mhtml?event_id=139573&tourn_id=16616,8
https://www.tabroom.com/index/tourn/results/ranked_list.mhtml?event_id=140692&tourn_id=16814,8
https://www.tabroom.com/index/tourn/results/ranked_list.mhtml?event_id=141470&tourn_id=16924,8
https://www.tabroom.com/index/tourn/results/ranked_list.mhtml?event_id=147603&tourn_id=17599,4
https://www.tabroom.com/index/tourn/results/ranked_list.mhtml?event_id=139468&tourn_id=16597,4
https://www.tabroom.com/index/tourn/results/ranked_list.mhtml?event_id=139115&tourn_id=16463,4
https://www.tabroom.com/index/tourn/results/ranked_list.mhtml?event_id=145133&tourn_id=17336,4
https://www.tabroom.com/index/tourn/results/ranked_list.mhtml?event_id=140614&tourn_id=16799,4
https://www.tabroom.com/index/tourn/results/ranked_list.mhtml?event_id=140346&tourn_id=16759,2
https://www.tabroom.com/index/tourn/results/ranked_list.mhtml?event_id=109437&tourn_id=12860,2
https://www.tabroom.com/index/tourn/results/ranked_list.mhtml?event_id=134277&tourn_id=15551,2
https://www.tabroom.com/index/tourn/results/ranked_list.mhtml?event_id=144654&tourn_id=17281,2
