https://www.tabroom.com/index/tourn/results/ranked_list.mhtml?event_id=100370&tourn_id=11772,0
https://www.tabroom.com/index/tourn/results/ranked_list.mhtml?event_id=100378&tourn_id=11772,0
https://www.tabroom.com/index/tourn/results/ranked_list.mhtml?event_id=87321&tourn_id=10560,16
https://www.tabroom.com/index/tourn/results/ranked_list.mhtml?event_id=84983&tourn_id=10037,16
https://www.tabroom.com/index/tourn/results/ranked_list.mhtml?event_id=86222&tourn_id=10274,16
https://www.tabroom.com/index/tourn/results/ranked_list.mhtml?event_id=87119&tourn_id=10519,16
https://www.tabroom.com/index/tourn/results/ranked_list.mhtml?event_id=73485&tourn_id=8739,16
https://www.tabroom.com/index/tourn/results/ranked_list.mhtml?event_id=89197&tourn_id=10796,16
https://www.tabroom.com/index/tourn/results/ranked_list.mhtml?event_id=78473&tourn_id=9270,16
https://www.tabroom.com/index/tourn/results/ranked_list.mhtml?event_id=88026&tourn_id=10663,16
https://www.tabroom.com/index/tourn/results/ranked_list.mhtml?event_id=91608&tourn_id=11044,16
https://www.tabroom.com/index/tourn/results/ranked_list.mhtml?event_id=100286&tourn_id=11877,16
https://www.tabroom.com/index/tourn/results/ranked_list.mhtml?event_id=84999&tourn_id=10038,16
https://www.tabroom.com/index/tourn/results/ranked_list.mhtml?event_id=98684&tourn_id=11722,16
https://www.tabroom.com/index/tourn/results/ranked_list.mhtml?event_id=87131&tourn_id=10180,16
http://www.tabroom.com/index/tourn/results/ranked_list.mhtml?event_id=85929&tourn_id=10197,8
https://www.tabroom.com/index/tourn/results/ranked_list.mhtml?event_id=91758&tourn_id=11057,8
https://www.tabroom.com/index/tourn/results/ranked_list.mhtml?event_id=97424&tourn_id=11622,8
https://www.tabroom.com/index/tourn/results/ranked_list.mhtml?event_id=85926&tourn_id=10196,8
https://www.tabroom.com/index/tourn/results/ranked_list.mhtml?event_id=87378&tourn_id=10569,8
https://www.tabroom.com/index/tourn/results/ranked_list.mhtml?event_id=85341&tourn_id=10081,8
https://www.tabroom.com/index/tourn/results/ranked_list.mhtml?event_id=96935&tourn_id=11447,8
https://www.tabroom.com/index/tourn/results/ranked_list.mhtml?event_id=87748&tourn_id=10621,8
https://www.tabroom.com/index/tourn/results/ranked_list.mhtml?event_id=96471&tourn_id=11254,8
https://www.tabroom.com/index/tourn/results/ranked_list.mhtml?event_id=96684&tourn_id=11552,8
https://www.tabroom.com/index/tourn/results/ranked_list.mhtml?event_id=86587&tourn_id=10364,8
https://www.tabroom.com/index/tourn/results/ranked_list.mhtml?event_id=88973&tourn_id=10763,8
https://www.tabroom.com/index/tourn/results/ranked_list.mhtml?event_id=85698&tourn_id=10161,8
https://www.tabroom.com/index/tourn/results/ranked_list.mhtml?event_id=88164&tourn_id=10675,4
https://www.tabroom.com/index/tourn/results/ranked_list.mhtml?event_id=91762&tourn_id=10615,4
https://www.tabroom.com/index/tourn/results/ranked_list.mhtml?event_id=89578&tourn_id=10844,4
https://www.tabroom.com/index/tourn/results/ranked_list.mhtml?event_id=91678&tourn_id=11050,4
https://www.tabroom.com/index/tourn/results/ranked_list.mhtml?event_id=86737&tourn_id=10401,4
https://www.tabroom.com/index/tourn/results/ranked_list.mhtml?event_id=86005&tourn_id=10210,4
https://www.tabroom.com/index/tourn/results/ranked_list.mhtml?event_id=85809&tourn_id=10181,4
https://www.tabroom.com/index/tourn/results/ranked_list.mhtml?event_id=94405&tourn_id=11335,4
https://www.tabroom.com/index/tourn/results/ranked_list.mhtml?event_id=87073&tourn_id=10512,4
